observation,tempC_7to8,tempC_1to2,tempC_6to7,humidity_7to8,humidity_1to2,humidity_6to7,windspeedKmph_7to8,windspeedKmph_1to2,windspeedKmph_6to7,pressureMB_7to8,pressureMB_1to2,pressureMB_6to7,precipMM_7to8,precipMM_1to2,precipMM_6to7,weatherDesc_7to8,weatherDesc_1to2,weatherDesc_6to7
2019-03-13,24,32,25,30,20,28,9,16,19,1015,1013,1015,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-03-14,24,31,24,40,19,23,11,15,16,1016,1013,1014,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-03-15,25,34,27,20,13,16,7,9,15,1016,1012,1013,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-03-16,28,35,27,17,14,21,10,14,17,1014,1011,1012,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-03-17,28,34,27,17,14,22,6,16,19,1014,1011,1012,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-03-18,29,34,28,19,14,20,6,12,21,1014,1011,1012,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-03-20,29,34,26,19,16,27,7,13,21,1011,1009,1010,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-03-21,27,33,26,30,15,29,8,17,18,1013,1011,1012,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-03-22,27,33,27,20,15,28,6,13,13,1015,1012,1012,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-03-23,30,37,29,19,11,17,7,9,15,1014,1010,1011,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-03-24,30,37,30,16,12,19,9,9,14,1013,1009,1009,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-03-25,33,37,31,16,11,18,7,11,23,1012,1009,1010,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-03-26,31,37,30,19,10,19,13,13,18,1013,1010,1011,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-03-27,33,37,30,16,8,16,5,10,18,1015,1011,1013,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-03-28,33,38,31,10,9,20,8,8,14,1014,1010,1010,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-03-29,33,40,32,17,10,23,9,13,10,1012,1008,1009,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-03-30,32,38,32,24,15,25,12,12,17,1011,1008,1009,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-03-31,30,37,30,29,13,20,12,23,20,1011,1009,1010,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-01,30,36,29,23,13,29,10,18,19,1012,1009,1010,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-02,31,37,29,21,11,39,7,10,17,1012,1009,1009,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-03,32,38,31,23,12,35,8,8,17,1011,1008,1009,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-04,33,38,31,19,12,27,9,13,21,1012,1009,1009,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-05,31,36,30,35,20,29,9,14,24,1013,1010,1012,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-06,30,36,30,31,17,24,13,20,21,1013,1010,1010,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-07,30,37,30,25,15,28,11,20,19,1011,1008,1008,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-08,31,37,30,24,13,24,11,19,21,1010,1007,1008,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-09,30,36,29,26,14,21,13,23,21,1010,1008,1009,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-10,31,37,31,29,14,23,13,19,20,1011,1009,1010,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-11,32,38,31,23,15,26,8,17,21,1011,1008,1008,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-12,32,38,31,25,14,31,10,16,20,1011,1008,1008,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-13,32,39,33,23,14,21,9,7,12,1011,1007,1008,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-14,34,38,33,20,14,23,8,7,15,1010,1007,1008,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-15,33,37,31,23,18,32,8,9,19,1010,1007,1008,0.0,0.0,0.6,Sunny,Sunny,Patchy rain possible
2019-04-16,30,34,29,40,27,37,4,11,18,1010,1008,1009,0.0,0.1,0.4,Sunny,Patchy light rain with thunder,Patchy rain possible
2019-04-17,26,33,27,38,13,16,13,20,20,1013,1010,1011,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-18,26,33,29,46,22,32,11,10,19,1013,1010,1010,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-19,30,36,30,31,12,25,7,9,19,1011,1007,1007,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-20,31,36,31,24,12,23,6,10,19,1008,1005,1006,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-21,30,36,31,27,13,22,9,16,20,1009,1005,1006,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-23,32,39,32,23,13,27,11,5,11,1010,1007,1008,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-24,32,39,33,28,12,26,13,12,16,1011,1007,1007,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-25,33,39,33,29,14,21,13,14,20,1011,1008,1008,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-26,35,40,34,18,14,25,14,17,21,1009,1006,1006,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-27,36,40,35,17,13,17,23,15,20,1008,1005,1005,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-28,36,41,35,10,10,13,18,19,21,1008,1005,1005,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-29,33,39,33,28,17,23,13,17,21,1008,1005,1006,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-04-30,32,37,30,32,16,33,18,25,23,1008,1005,1006,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-01,30,36,28,34,20,44,17,24,23,1007,1004,1006,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-02,29,35,28,33,22,39,16,23,22,1007,1004,1006,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-03,28,33,27,42,25,50,18,23,23,1008,1007,1008,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-04,27,34,28,58,32,57,19,20,23,1011,1009,1011,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-05,28,35,29,52,27,47,17,18,19,1013,1010,1011,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-06,30,36,31,34,16,28,11,17,21,1011,1008,1008,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-07,31,36,30,33,21,41,13,20,23,1010,1007,1009,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-08,28,35,28,55,28,56,19,19,24,1011,1009,1009,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-09,27,34,28,55,27,51,18,19,22,1010,1008,1009,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-10,27,34,28,60,29,48,17,21,22,1010,1008,1009,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-11,28,36,30,44,21,41,12,16,21,1011,1008,1009,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-12,30,37,30,45,20,51,14,18,23,1011,1007,1007,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-13,30,37,30,39,19,45,16,20,23,1009,1007,1007,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-14,30,36,29,38,22,44,16,23,22,1010,1007,1007,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-15,29,36,30,43,19,36,14,21,22,1011,1008,1009,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-16,29,36,30,41,19,31,15,21,19,1012,1009,1009,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-17,30,37,31,43,20,32,13,20,21,1012,1009,1009,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-18,32,38,32,35,16,22,14,21,21,1010,1007,1008,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-19,33,38,33,31,16,23,14,18,22,1010,1007,1008,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-20,32,39,33,32,17,31,12,17,22,1010,1007,1007,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-21,34,39,33,27,19,33,13,19,22,1009,1007,1007,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-22,31,38,32,43,24,39,14,20,24,1009,1006,1007,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-23,32,39,31,44,19,44,14,19,22,1008,1005,1007,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-24,31,38,32,40,21,37,14,21,23,1010,1006,1007,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-25,31,37,31,42,25,43,15,23,24,1009,1005,1006,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-27,31,37,32,44,22,32,16,24,22,1008,1005,1005,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-28,31,38,33,39,20,29,15,21,21,1008,1004,1005,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-29,31,38,33,42,17,27,16,23,21,1006,1004,1004,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-30,31,37,31,46,23,42,17,21,22,1006,1003,1004,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-05-31,31,38,31,42,22,46,18,20,22,1006,1003,1004,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-06-01,30,37,29,53,32,62,20,27,27,1008,1005,1006,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-06-02,31,37,30,52,31,58,17,24,24,1007,1004,1004,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-06-03,29,35,29,62,36,65,23,28,25,1007,1004,1005,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-06-04,30,37,30,56,29,52,25,26,24,1007,1004,1005,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-06-05,31,38,32,54,28,40,21,22,23,1007,1004,1004,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-06-06,29,37,30,56,33,58,20,24,22,1007,1004,1005,0.0,0.0,0.0,Partly cloudy,Sunny,Clear
2019-06-07,30,36,32,63,38,57,21,24,19,1007,1004,1005,0.0,0.0,0.1,Sunny,Sunny,Patchy light rain with thunder
2019-06-08,31,38,33,54,32,45,21,19,17,1007,1004,1003,0.0,0.0,0.2,Sunny,Sunny,Clear
2019-06-09,32,38,31,48,30,51,23,21,24,1005,1002,1003,0.0,0.0,0.5,Sunny,Sunny,Patchy rain possible
2019-06-10,30,34,30,47,39,61,15,16,18,1004,1002,1002,0.0,0.2,0.0,Sunny,Patchy rain possible,Clear
2019-06-11,31,34,29,59,43,68,13,11,20,1002,1000,1001,0.0,0.1,4.1,Sunny,Patchy light drizzle,Torrential rain shower
2019-06-12,30,33,27,57,48,66,22,23,24,1002,1001,1002,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2019-06-13,29,32,27,49,40,65,23,29,30,1004,1002,1004,0.0,0.0,0.3,Sunny,Sunny,Patchy rain possible
2019-06-14,29,32,27,55,46,67,20,31,28,1004,1001,1003,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-06-15,28,31,26,65,51,72,21,30,31,1005,1003,1006,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2019-06-16,28,32,27,64,48,70,22,32,32,1007,1004,1007,0.0,0.0,0.0,Overcast,Partly cloudy,Partly cloudy
2019-06-17,28,31,26,64,49,70,29,34,33,1007,1005,1007,0.0,0.0,0.0,Overcast,Partly cloudy,Partly cloudy
2019-06-18,28,32,26,62,51,72,26,37,31,1005,1002,1004,0.0,0.0,0.2,Partly cloudy,Partly cloudy,Light rain shower
2019-06-19,28,31,26,66,55,73,28,30,26,1004,1002,1005,0.0,0.1,0.0,Light rain shower,Light rain shower,Partly cloudy
2019-06-20,28,33,27,61,43,68,20,23,24,1006,1003,1004,0.0,0.0,0.0,Sunny,Sunny,Clear
2019-06-21,28,31,27,61,51,66,17,21,23,1006,1003,1004,0.0,0.0,0.0,Sunny,Patchy rain possible,Clear
2019-06-22,28,31,27,61,51,67,17,21,24,1005,1002,1004,0.0,0.1,2.1,Sunny,Patchy rain possible,Moderate or heavy rain shower
2019-06-23,27,31,27,69,53,71,17,18,23,1005,1001,1003,0.0,0.0,0.2,Sunny,Partly cloudy,Patchy rain possible
2019-06-24,27,28,25,71,64,81,15,9,9,1005,1003,1005,0.0,0.2,0.4,Partly cloudy,Light rain shower,Light rain shower
2019-06-25,27,31,27,73,58,75,12,15,18,1006,1004,1005,0.1,0.5,3.6,Light rain shower,Light rain shower,Torrential rain shower
2019-06-26,28,31,27,69,57,78,11,17,20,1006,1003,1005,0.0,0.2,2.1,Partly cloudy,Light rain shower,Moderate or heavy rain shower
2019-06-27,28,30,26,72,64,79,19,23,24,1005,1001,1003,0.0,0.7,1.2,Partly cloudy,Moderate or heavy rain shower,Moderate or heavy rain shower
2019-06-28,25,24,24,82,88,90,28,29,28,1004,1002,1003,0.0,1.3,0.5,Light rain shower,Moderate rain,Light rain shower
2019-06-30,24,25,23,86,74,86,13,22,21,1004,1003,1004,0.7,0.1,0.0,Moderate or heavy rain shower,Patchy rain possible,Partly cloudy
2019-07-01,24,24,23,86,87,92,15,25,21,1003,1001,1003,0.9,0.3,2.4,Moderate or heavy rain shower,Light rain shower,Moderate or heavy rain shower
2019-07-02,25,25,24,86,83,89,17,22,17,1004,1002,1004,0.1,0.5,0.3,Light rain shower,Light rain shower,Light rain shower
2019-07-03,25,26,24,84,76,86,22,24,22,1004,1002,1003,0.0,0.3,0.0,Cloudy,Light rain shower,Cloudy
2019-07-04,25,26,24,81,79,87,21,28,25,1004,1002,1003,0.2,0.2,0.1,Light rain shower,Light rain shower,Light rain shower
2019-07-05,25,25,24,79,83,84,29,36,31,1002,1000,1001,0.0,0.6,0.5,Light rain shower,Moderate or heavy rain shower,Light rain shower
2019-07-06,24,23,24,87,87,86,36,32,26,1002,1001,1002,0.4,0.3,0.1,Light rain shower,Light rain shower,Light rain shower
2019-07-07,23,23,23,91,89,89,27,28,25,1002,1002,1003,0.5,0.4,0.4,Light rain shower,Light rain shower,Light rain shower
2019-07-08,25,26,24,84,80,89,23,31,29,1004,1002,1004,0.1,0.6,0.3,Light rain shower,Moderate or heavy rain shower,Light rain shower
2019-07-09,24,26,24,88,78,88,31,31,29,1003,1001,1003,0.3,0.2,0.1,Light rain shower,Light rain shower,Light rain shower
2019-07-10,25,27,24,80,78,87,31,31,27,1003,1001,1003,0.0,1.0,0.2,Overcast,Moderate or heavy rain shower,Light rain shower
2019-07-11,24,26,24,84,78,87,35,34,27,1006,1005,1006,0.1,0.2,0.0,Light rain shower,Light rain shower,Partly cloudy
2019-07-12,26,28,25,78,68,85,36,35,27,1006,1005,1007,0.0,0.1,0.1,Cloudy,Light rain shower,Light rain shower
2019-07-13,26,28,24,77,69,83,30,34,31,1008,1006,1008,0.0,0.2,0.1,Light rain shower,Light rain shower,Patchy rain possible
2019-07-14,26,28,25,73,68,83,33,38,34,1007,1005,1006,0.1,0.1,0.0,Light rain shower,Light rain shower,Partly cloudy
2019-07-15,27,29,25,74,66,82,35,36,30,1005,1004,1005,0.1,0.1,0.1,Light rain shower,Light rain shower,Patchy rain possible
2019-07-16,27,29,25,74,64,80,35,36,31,1007,1005,1007,0.0,0.1,0.1,Light rain shower,Patchy rain possible,Light rain shower
2019-07-17,27,29,25,73,62,80,27,28,25,1007,1005,1006,0.1,0.2,0.1,Light rain shower,Light rain shower,Patchy rain possible
2019-07-18,27,29,25,71,62,82,18,20,19,1006,1003,1004,0.0,0.4,2.0,Cloudy,Light rain shower,Moderate or heavy rain shower
2019-07-19,27,30,27,69,57,77,12,14,14,1004,1001,1002,0.0,0.1,1.8,Partly cloudy,Patchy rain possible,Moderate or heavy rain shower
2019-07-20,26,28,26,80,70,83,13,13,10,1004,1001,1002,0.4,1.0,0.7,Light rain shower,Moderate or heavy rain shower,Patchy rain possible
2019-07-21,26,30,27,82,65,82,6,7,11,1003,1000,1001,0.3,0.8,3.5,Patchy light rain,Moderate or heavy rain shower,Torrential rain shower
2019-07-22,28,30,26,76,66,85,14,11,11,1001,999,1001,0.0,1.0,1.4,Partly cloudy,Moderate or heavy rain shower,Moderate or heavy rain shower
2019-07-23,27,31,26,78,64,84,11,10,15,1002,1000,1002,0.0,1.0,1.6,Partly cloudy,Moderate or heavy rain shower,Moderate or heavy rain shower
2019-07-24,27,28,24,82,75,89,15,22,28,1004,1002,1005,0.0,1.0,0.6,Cloudy,Moderate or heavy rain shower,Light rain shower
2019-07-25,25,25,24,85,84,92,28,31,31,1006,1005,1006,0.2,0.8,1.0,Light rain shower,Moderate or heavy rain shower,Light rain
2019-07-26,23,24,23,88,86,90,27,34,34,1005,1003,1005,0.4,0.6,1.0,Light rain shower,Moderate or heavy rain shower,Light rain shower
2019-07-27,23,23,23,90,90,90,36,38,33,1004,1003,1005,0.7,0.5,0.4,Moderate or heavy rain shower,Light rain shower,Light rain shower
2019-07-28,24,25,23,85,83,88,36,34,32,1004,1002,1004,0.4,0.6,1.2,Light rain shower,Moderate or heavy rain shower,Moderate or heavy rain shower
2019-07-29,24,23,23,85,89,93,33,33,35,1003,1002,1004,0.3,0.5,1.6,Light rain shower,Light rain shower,Moderate or heavy rain shower
2019-07-30,23,23,23,91,88,91,35,41,36,1004,1003,1005,0.6,0.4,0.8,Moderate or heavy rain shower,Light rain shower,Light rain shower
2019-07-31,23,23,23,91,91,92,33,37,37,1006,1005,1005,0.7,0.7,1.2,Moderate or heavy rain shower,Moderate rain,Moderate rain
2019-08-01,24,24,23,88,86,92,34,34,31,1006,1004,1005,0.4,0.6,0.4,Light rain shower,Moderate or heavy rain shower,Light rain shower
2019-08-03,23,23,23,95,94,97,30,38,37,1004,1002,1002,1.1,1.1,22.0,Moderate or heavy rain shower,Moderate rain,Heavy rain
2019-08-04,22,22,22,97,96,96,29,29,33,1002,1002,1002,6.6,4.4,4.8,Heavy rain,Heavy rain,Heavy rain
2019-08-05,23,23,23,96,93,93,21,33,36,1002,1001,1002,1.2,1.1,0.8,Moderate rain,Moderate rain,Light rain shower
2019-08-06,24,24,23,90,89,93,31,33,32,1002,1001,1002,0.2,0.7,0.4,Light rain shower,Moderate or heavy rain shower,Light rain shower
2019-08-07,24,24,23,90,88,92,37,37,35,1001,999,1000,0.2,0.6,0.4,Light rain shower,Moderate or heavy rain shower,Light rain shower
2019-08-08,23,23,23,92,90,93,38,36,33,999,998,998,0.3,0.2,1.1,Light rain shower,Light rain shower,Moderate or heavy rain shower
2019-08-09,23,23,23,90,91,92,37,41,39,1000,999,1000,0.7,0.6,0.4,Moderate rain,Moderate rain,Light rain shower
2019-08-10,24,24,23,88,87,91,42,40,32,1001,1001,1003,0.4,0.4,0.8,Light rain shower,Light rain shower,Light rain shower
2019-08-11,23,24,22,90,84,93,29,32,24,1004,1004,1005,0.2,0.3,0.2,Light rain shower,Light rain shower,Light rain shower
2019-08-12,24,27,23,86,75,91,21,25,24,1006,1004,1005,0.1,0.1,0.0,Light rain shower,Light rain shower,Partly cloudy
2019-08-13,25,27,23,84,76,91,30,28,22,1006,1004,1006,0.1,0.1,0.1,Light rain shower,Patchy rain possible,Light rain shower
2019-08-14,25,25,23,83,84,91,23,23,20,1006,1004,1007,0.0,0.2,0.1,Cloudy,Light rain shower,Light rain shower
2019-08-15,25,26,23,86,83,92,25,31,27,1007,1005,1007,0.0,0.4,0.2,Light rain shower,Light rain shower,Light rain shower
2019-08-16,25,26,23,86,78,91,32,33,28,1006,1004,1006,0.1,0.3,0.2,Light rain shower,Light rain shower,Light rain shower
2019-08-17,24,27,23,84,73,89,27,29,24,1007,1005,1008,0.1,0.1,0.0,Light rain shower,Light rain shower,Partly cloudy
2019-08-18,25,27,23,82,75,91,18,26,23,1008,1006,1009,0.0,0.4,0.0,Cloudy,Light rain shower,Partly cloudy
2019-08-19,25,28,23,81,70,91,12,21,20,1010,1007,1009,0.0,0.1,0.0,Cloudy,Patchy rain possible,Partly cloudy
2019-08-20,25,27,23,80,72,88,16,22,22,1010,1007,1008,0.0,0.1,0.0,Cloudy,Light rain shower,Clear
2019-08-21,25,26,23,79,75,91,15,24,22,1008,1006,1008,0.0,0.5,0.1,Cloudy,Light rain shower,Patchy rain possible
2019-08-22,25,26,23,80,74,90,15,22,22,1008,1006,1007,0.0,0.4,0.0,Cloudy,Light rain shower,Clear
2019-08-23,24,27,23,78,69,89,14,21,21,1008,1005,1007,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Clear
2019-08-24,25,27,23,81,72,91,16,20,19,1008,1005,1007,0.0,0.2,0.0,Overcast,Light rain shower,Partly cloudy
2019-08-25,24,23,22,81,89,95,15,14,15,1007,1005,1006,0.0,2.0,0.4,Cloudy,Heavy rain at times,Patchy light rain
2019-08-26,22,25,22,88,82,94,17,25,23,1006,1005,1006,0.0,0.1,0.8,Patchy light drizzle,Light rain shower,Patchy light rain
2019-08-27,22,25,22,90,84,95,17,22,21,1005,1003,1005,0.0,0.2,0.0,Partly cloudy,Light rain shower,Mist
2019-08-28,24,27,23,85,75,93,18,23,22,1006,1003,1006,0.0,0.2,0.0,Partly cloudy,Light rain shower,Partly cloudy
2019-08-29,25,28,24,79,70,92,12,15,21,1007,1003,1005,0.0,0.0,0.1,Sunny,Partly cloudy,Patchy rain possible
2019-08-30,26,27,23,81,77,94,12,21,23,1005,1002,1004,0.0,0.5,0.3,Partly cloudy,Light rain shower,Light rain shower
2019-08-31,25,27,23,86,81,92,18,25,28,1003,1000,1002,0.0,1.2,0.1,Overcast,Moderate or heavy rain shower,Light rain shower
2019-09-01,24,24,22,89,91,94,17,26,25,1004,1002,1005,0.6,0.9,0.3,Moderate or heavy rain shower,Moderate or heavy rain shower,Light drizzle
2019-09-02,24,24,22,87,87,95,21,20,18,1006,1004,1005,0.0,0.2,0.1,Light rain shower,Light rain shower,Light rain shower
2019-09-03,24,25,22,90,85,93,18,26,27,1006,1003,1005,0.0,0.6,0.0,Overcast,Moderate or heavy rain shower,Partly cloudy
2019-09-04,25,23,23,89,93,95,25,24,22,1003,1002,1003,0.1,0.7,2.4,Light rain shower,Moderate or heavy rain shower,Moderate rain
2019-09-06,24,25,23,91,87,94,24,28,31,1003,1001,1003,0.0,0.6,0.2,Cloudy,Moderate or heavy rain shower,Light rain shower
2019-09-07,24,26,23,90,84,94,28,30,32,1003,1001,1003,0.0,0.4,0.4,Light rain shower,Light rain shower,Light rain shower
2019-09-08,23,24,23,93,89,93,26,26,24,1005,1003,1005,0.1,0.1,0.2,Light rain shower,Light rain shower,Light rain shower
2019-09-09,23,23,23,97,96,95,24,26,28,1005,1003,1004,1.9,6.7,0.2,Torrential rain shower,Heavy rain,Light rain shower
2019-09-10,23,25,22,92,86,95,22,31,28,1005,1003,1005,0.2,0.2,0.2,Light rain shower,Light rain shower,Light rain shower
2019-09-11,23,25,22,93,88,95,19,24,23,1007,1006,1009,0.2,0.7,0.1,Light drizzle,Moderate or heavy rain shower,Light rain shower
2019-09-12,22,24,22,94,84,92,16,23,18,1009,1007,1009,0.2,0.0,0.0,Light rain,Light rain shower,Cloudy
2019-09-13,23,24,22,92,89,95,20,17,14,1009,1007,1009,0.3,0.3,0.0,Light rain shower,Light rain shower,Mist
2019-09-14,23,23,22,92,91,94,18,19,15,1009,1007,1009,0.1,0.1,0.0,Light rain shower,Light rain shower,Partly cloudy
2019-09-15,23,24,22,92,86,96,11,19,15,1009,1007,1009,0.1,0.3,0.0,Light drizzle,Light rain shower,Mist
2019-09-16,25,26,24,86,82,90,17,22,20,1009,1006,1006,0.1,0.3,0.8,Light rain shower,Light rain shower,Cloudy
2019-09-17,25,26,22,86,83,93,15,22,19,1008,1005,1007,0.0,1.0,0.0,Overcast,Moderate or heavy rain shower,Partly cloudy
2019-09-18,25,27,24,83,78,91,9,16,15,1008,1006,1008,0.0,0.2,1.3,Partly cloudy,Patchy rain possible,Moderate or heavy rain shower
2019-09-19,24,28,24,88,74,88,6,10,9,1008,1004,1007,0.4,0.6,3.1,Light rain shower,Moderate or heavy rain shower,Moderate or heavy rain shower
2019-09-20,25,26,23,85,81,91,2,15,16,1007,1004,1006,0.0,1.0,0.4,Light drizzle,Moderate or heavy rain shower,Light rain shower
2019-09-21,25,28,24,81,74,90,8,14,15,1007,1004,1006,0.0,0.4,0.9,Sunny,Patchy rain possible,Light rain shower
2019-09-22,26,28,23,78,75,94,5,12,16,1008,1006,1008,0.0,0.3,0.9,Patchy rain possible,Patchy rain possible,Light rain shower
2019-09-23,25,27,23,82,78,95,5,7,13,1010,1007,1010,0.0,0.5,1.1,Partly cloudy,Light rain shower,Light rain shower
2019-09-24,25,28,24,75,70,92,5,11,18,1010,1006,1008,0.0,0.0,1.9,Sunny,Partly cloudy,Moderate or heavy rain shower
2019-09-25,26,28,23,83,77,95,4,5,13,1009,1006,1009,0.2,0.8,1.7,Light rain shower,Moderate or heavy rain shower,Moderate or heavy rain shower
2019-09-26,24,27,23,88,82,95,12,13,9,1010,1007,1010,0.0,1.5,4.4,Patchy light drizzle,Moderate or heavy rain shower,Torrential rain shower
2019-09-27,23,25,22,91,84,95,8,13,17,1013,1010,1012,0.0,0.2,0.1,Light drizzle,Light rain shower,Light rain shower
2019-09-28,24,25,23,84,76,87,15,26,24,1012,1009,1009,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2019-09-29,24,26,22,83,78,95,17,23,18,1012,1011,1013,0.0,0.2,0.1,Partly cloudy,Patchy rain possible,Patchy rain possible
2019-09-30,24,26,22,83,80,94,19,24,20,1012,1009,1012,0.0,0.5,0.0,Partly cloudy,Patchy rain possible,Partly cloudy
2019-10-01,24,25,22,87,82,95,17,24,18,1012,1010,1013,0.0,0.3,0.0,Cloudy,Light rain shower,Mist
2019-10-02,24,26,22,86,81,95,12,16,12,1014,1011,1012,0.0,0.6,0.7,Cloudy,Moderate or heavy rain shower,Light rain shower
2019-10-03,24,27,24,82,71,88,8,10,10,1013,1010,1010,0.0,0.1,0.2,Partly cloudy,Patchy rain possible,Mist
2019-10-04,25,27,23,79,73,90,5,4,9,1013,1010,1011,0.0,0.2,0.7,Sunny,Patchy rain possible,Patchy rain possible
2019-10-05,25,28,24,74,65,86,5,11,4,1012,1009,1011,0.0,0.6,1.6,Partly cloudy,Patchy rain possible,Moderate or heavy rain shower
2019-10-06,26,28,24,73,68,84,6,8,8,1012,1009,1012,0.0,0.6,2.2,Sunny,Moderate or heavy rain shower,Moderate or heavy rain shower
2019-10-07,26,28,23,74,65,87,6,10,7,1013,1010,1012,0.0,0.5,1.2,Sunny,Light rain shower,Moderate or heavy rain shower
2019-10-08,26,29,24,74,64,83,7,13,7,1012,1009,1011,0.0,0.2,0.4,Sunny,Light rain shower,Patchy rain possible
2019-10-10,25,29,25,69,57,75,12,13,6,1012,1009,1011,0.0,0.0,0.2,Sunny,Sunny,Patchy rain possible
2019-10-11,26,28,24,74,66,83,9,10,5,1012,1009,1010,0.0,0.6,0.5,Sunny,Moderate or heavy rain shower,Patchy rain possible
2019-10-12,26,28,24,75,67,74,10,11,5,1012,1009,1012,0.0,0.2,0.0,Sunny,Patchy rain possible,Partly cloudy
2019-10-13,26,28,24,75,64,77,11,11,7,1013,1010,1013,0.0,0.0,0.0,Sunny,Partly cloudy,Partly cloudy
2019-10-14,25,28,23,68,56,60,11,14,13,1014,1010,1012,0.0,0.0,0.0,Sunny,Sunny,Clear
